SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(11,19)-(11,44)",3.0787710159074777e-06,26,1,17,2,10,3,0
"(11,28)-(11,44)",2.620725325641615e-06,9,2,3,30,1,8,0
"(11,37)-(11,39)",42.413365840911865,9,2,1,4,14,30,0
"(19,15)-(27,53)",0.01569766754982993,22,3,13,8,30,9,0
"(20,3)-(27,53)",33.67286026477814,3,22,30,11,9,8,0
"(21,14)-(21,15)",82.1344256401062,4,1,9,23,30,22,0
"(23,15)-(23,18)",8.876069150509647e-10,9,2,1,29,25,10,0
"(23,15)-(23,43)",0.00016510359728272306,19,3,22,9,30,6,0
"(23,19)-(23,43)",0.0004520826223597396,25,14,9,3,2,1,0
"(23,26)-(23,42)",0.00020616421352315228,9,2,3,4,22,1,0
"(23,27)-(23,31)",3.919752300518553e-08,12,1,2,9,8,4,0
"(24,17)-(24,20)",8.876069150509647e-10,9,2,1,29,25,10,0
"(24,17)-(24,45)",0.00016510359728272306,19,3,22,9,30,6,0
"(25,24)-(25,36)",8.876069150509647e-10,9,2,1,29,25,10,0
"(25,24)-(25,43)",12.693817913532257,22,23,9,3,19,6,22
"(25,37)-(25,43)",0.06433853413909674,9,12,2,1,14,25,0
"(25,38)-(25,39)",0.0007581976205983665,9,2,1,12,14,4,0
