SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(18,19)-(18,43)",2.1958676654776355e-05,25,14,9,3,19,6,0
"(18,26)-(18,42)",0.0003552899897840689,9,2,4,3,22,23,0
"(18,27)-(18,31)",3.919752300518553e-08,12,1,2,9,8,4,0
"(27,7)-(27,34)",99.97474551200867,25,9,14,3,1,2,0
"(27,7)-(27,77)",59.589314460754395,22,23,30,3,19,11,0
"(27,8)-(27,24)",6.310648618251813e-11,4,22,9,2,3,12,0
"(27,9)-(27,13)",2.2378278043249945e-17,1,4,10,2,26,8,0
"(27,29)-(27,33)",4.883050412044128e-12,4,9,22,12,1,21,0
"(27,38)-(27,77)",99.91798996925354,23,3,9,28,19,14,23
"(27,39)-(27,55)",6.310648618251813e-11,4,22,9,2,3,12,0
"(27,40)-(27,44)",2.2378278043249945e-17,1,4,10,2,26,8,0
"(27,60)-(27,76)",6.310648618251813e-11,4,22,9,2,3,12,0
"(27,61)-(27,65)",2.2378278043249945e-17,1,4,10,2,26,8,0
