SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(16,5)-(22,52)",28.165382146835327,21,30,3,13,11,26,0
"(16,11)-(19,71)",35.62548756599426,26,3,17,1,11,2,0
"(19,38)-(19,58)",0.3915422596037388,3,28,14,13,27,21,0
"(19,55)-(19,56)",1.2892161989697815e-16,29,1,21,2,12,8,0
"(19,57)-(19,58)",8.556138575421812e-08,29,21,1,2,7,19,0
"(20,5)-(22,52)",1.157813329655255e-05,30,16,2,13,21,6,0
"(20,16)-(20,24)",76.97786092758179,7,5,1,3,27,4,7
"(22,19)-(22,33)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(22,19)-(22,45)",2.2647811099886894,3,30,6,14,2,1,0
"(22,34)-(22,35)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(22,36)-(22,40)",0.03749233728740364,29,1,3,19,24,7,0
