SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(19,5)-(21,69)",47.65594005584717,21,30,2,3,26,13,0
"(19,11)-(19,22)",2.101093876660798e-06,26,17,10,3,2,1,0
"(19,17)-(19,18)",27.252912521362305,1,2,4,10,7,21,0
"(19,17)-(19,22)",99.76378679275513,20,11,1,8,28,16,11
"(20,5)-(21,69)",1.4080620225342955e-06,30,16,2,3,11,13,0
"(20,16)-(20,18)",99.99758005142212,5,16,10,1,11,2,5
"(21,36)-(21,50)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(21,36)-(21,62)",2.2647811099886894,3,30,6,14,2,1,0
"(21,51)-(21,52)",7.514029953803458e-08,29,1,24,3,10,4,0
"(21,53)-(21,57)",0.010741243022494018,4,1,24,3,22,2,0
