SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(4,13)-(11,18)",0.0260769302258268,26,3,9,22,8,23,0
"(4,16)-(11,18)",0.0004323617758927867,26,11,9,3,22,23,0
"(7,13)-(7,40)",0.2452838933095336,14,2,13,25,9,1,0
"(7,35)-(7,36)",1.7280259001495324e-06,1,29,6,17,2,3,0
"(7,37)-(7,39)",41.944050788879395,29,1,6,2,8,21,0
"(16,12)-(28,35)",0.011743152572307736,3,26,22,9,8,23,0
"(16,15)-(28,35)",9.293117955166963e-05,26,22,11,9,3,23,0
"(28,19)-(28,34)",0.0014934151295165066,1,12,3,2,14,15,0
"(28,20)-(28,27)",1.2485722193286957e-12,2,1,8,29,17,21,0
"(28,31)-(28,33)",3.638297996211293e-08,2,29,1,8,21,19,0
"(34,3)-(38,76)",4.7168102115392685,30,21,8,11,9,22,0
"(34,9)-(36,74)",19.857430458068848,26,17,3,1,2,11,0
"(35,5)-(36,74)",84.34117436408997,18,20,11,16,1,22,0
"(35,11)-(35,12)",66.86993837356567,12,2,15,1,9,11,0
"(36,35)-(36,73)",0.24334420450031757,3,14,27,2,28,13,0
"(36,36)-(36,42)",6.55904887694736e-10,1,4,9,6,22,21,0
"(36,55)-(36,66)",0.02510462363716215,1,24,6,22,4,3,0
"(36,64)-(36,65)",0.022791395895183086,1,2,4,24,3,10,1
"(36,71)-(36,72)",96.95714116096497,1,9,29,2,6,27,0
"(37,3)-(38,76)",0.0002555153741923277,30,16,2,21,28,5,0
"(37,14)-(37,21)",0.004935110700898804,4,7,5,1,3,10,0
"(37,18)-(37,20)",1.234473753720522,4,7,1,2,14,27,0
"(38,43)-(38,57)",0.003361631024745293,1,4,10,22,20,2,0
"(38,43)-(38,69)",10.559982806444168,14,3,15,30,18,6,0
"(38,58)-(38,59)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(38,60)-(38,64)",0.0029600334528367966,12,15,14,2,25,1,0
