SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(22,16)-(32,55)",50.01024007797241,22,11,3,9,15,23,0
"(28,21)-(32,54)",3.0379541104963437e-07,3,22,15,11,9,13,0
"(28,24)-(28,37)",3.0674755270576615e-10,1,3,2,9,16,15,0
"(28,35)-(28,36)",0.018517648277338594,1,4,2,21,6,10,0
"(29,26)-(29,58)",4.2850666659433045e-05,3,15,9,23,6,22,0
"(29,30)-(29,57)",0.06558903842233121,14,3,28,13,1,15,0
"(29,31)-(29,34)",88.79583477973938,1,29,7,6,4,19,0
"(29,32)-(29,33)",9.29983257069722e-08,4,1,22,24,21,2,0
"(29,35)-(29,36)",1.7280259001495324e-06,1,29,6,17,2,3,0
"(31,23)-(32,54)",2.1319923604323776e-06,22,15,11,3,9,18,0
"(31,37)-(32,53)",0.06954362033866346,14,3,15,9,18,28,13
"(31,38)-(31,58)",93.53365302085876,24,1,3,27,28,13,0
"(32,25)-(32,47)",99.77256655693054,24,22,1,3,4,27,0
"(32,25)-(32,52)",53.81721258163452,3,24,13,2,30,1,0
"(32,51)-(32,52)",30.91411590576172,4,22,1,23,21,2,0
