SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(9,13)-(12,7)",0.01447546819690615,26,9,11,3,1,22,0
"(10,3)-(12,7)",15.357144176959991,21,8,26,23,3,9,0
"(11,44)-(11,51)",3.026568330824375,2,3,19,1,27,28,0
"(11,44)-(11,67)",0.6744290236383677,13,30,2,3,28,8,0
"(11,45)-(11,50)",8.105283111348172e-09,1,24,4,3,10,6,0
"(11,55)-(11,67)",0.015001867723185569,27,24,3,19,2,1,0
"(11,56)-(11,58)",8.105283111348172e-09,1,24,4,3,10,6,0
"(12,3)-(12,5)",1.3904563264666159e-09,29,1,10,2,17,27,0
"(12,3)-(12,7)",0.014475012721959502,21,29,4,3,1,2,0
"(14,23)-(14,78)",1.7695842302600795e-05,23,8,28,1,3,6,0
"(14,45)-(14,49)",92.85867810249329,29,7,13,14,3,19,0
"(14,46)-(14,48)",1.2624813416906022e-07,1,4,2,5,17,10,0
"(14,60)-(14,63)",71.34197354316711,1,27,2,7,29,5,0
"(14,60)-(14,78)",99.97805953025818,3,13,29,19,4,6,0
"(14,61)-(14,62)",3.4027461404129156e-09,29,1,21,2,8,7,29
"(14,64)-(14,65)",1.8273274560165476e-08,1,29,2,17,21,10,0
"(14,66)-(14,78)",0.02636070130392909,1,2,29,27,17,19,0
"(14,67)-(14,75)",8.907072564164876e-17,29,1,21,2,8,17,0
"(14,76)-(14,77)",2.4391471065143833e-07,29,21,1,2,8,19,0
"(25,24)-(25,46)",77.46798396110535,3,2,1,4,10,17,0
"(25,25)-(25,33)",1.0050629577812491e-14,2,21,1,8,12,29,0
"(25,34)-(25,45)",15.28283804655075,2,1,12,21,8,9,0
"(25,35)-(25,42)",1.1984469059167307e-13,2,1,29,21,8,12,0
