SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,69)",0.0008026118848647457,3,23,9,8,4,30,0
"(3,13)-(3,14)",9.381540735375893e-05,10,2,1,4,17,26,0
"(3,13)-(3,16)",14.114932715892792,6,2,3,30,1,8,0
"(4,3)-(4,69)",0.0008233590051531792,6,3,30,28,18,8,0
"(4,9)-(4,12)",0.1701934728771448,15,10,4,1,12,2,0
"(4,43)-(4,49)",1.9883463764358567e-06,1,2,4,21,29,9,0
"(4,43)-(4,56)",6.694199361501063e-09,9,2,14,1,10,4,0
"(4,50)-(4,56)",0.00941437465371564,12,1,8,20,2,11,0
"(4,51)-(4,52)",3.550494511728175e-05,1,2,21,4,9,8,0
"(7,3)-(11,17)",10.650506615638733,8,23,3,9,21,26,0
"(7,10)-(10,73)",1.685294695198536,26,11,3,9,22,8,0
"(8,5)-(10,73)",33.5006982088089,21,11,30,26,12,8,0
"(8,18)-(8,37)",2.9606274765114904e-06,3,1,17,10,2,26,0
"(8,22)-(8,33)",99.99849796295166,10,2,3,1,16,11,0
"(8,31)-(8,32)",8.616348878831559e-06,1,12,4,10,2,21,0
"(9,5)-(10,73)",19.608210027217865,11,30,18,20,16,21,0
"(10,5)-(10,73)",59.60962772369385,11,15,3,26,9,21,0
"(10,20)-(10,65)",0.0019605222405516542,15,3,16,11,6,23,0
"(10,23)-(10,31)",4.815693416954092e-10,1,2,10,12,29,4,0
"(10,23)-(10,33)",86.67615056037903,2,10,3,4,29,1,0
"(10,32)-(10,33)",12.076812237501144,12,1,2,4,9,29,0
"(10,39)-(10,40)",45.52638530731201,12,15,18,2,14,20,0
"(10,46)-(10,48)",1.3292555944843798e-08,2,1,29,10,12,4,0
"(10,46)-(10,65)",99.99600648880005,3,13,2,21,25,10,0
"(10,69)-(10,71)",7.27179871873318e-08,1,10,4,26,21,2,0
"(10,69)-(10,73)",4.535617679357529,15,1,3,4,24,10,0
"(11,3)-(11,9)",6.191878260120021e-09,10,2,1,17,4,26,0
"(11,3)-(11,17)",0.00019741319192689843,2,3,6,4,10,30,0
"(11,10)-(11,17)",22.27378785610199,1,12,2,8,9,10,0
"(11,11)-(11,13)",40.58295786380768,1,4,2,8,20,21,0
