SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(14,5)-(22,52)",12.606756389141083,21,3,22,30,9,13,0
"(14,11)-(19,41)",13.143759965896606,26,3,11,1,9,22,0
"(14,13)-(19,41)",0.002761776704574004,26,3,11,9,21,22,0
"(15,7)-(19,41)",15.918581187725067,11,30,20,22,21,9,0
"(16,7)-(19,41)",15.607444941997528,11,9,22,26,3,15,0
"(16,21)-(16,22)",30.192747712135315,16,11,10,15,5,1,0
"(17,7)-(19,41)",45.96205949783325,11,9,15,18,3,22,0
"(18,16)-(18,47)",96.94855809211731,14,29,15,13,7,2,0
"(18,23)-(18,46)",58.71395468711853,27,24,1,7,3,2,0
"(19,12)-(19,41)",0.001589783641975373,15,11,9,18,16,28,0
"(19,16)-(19,40)",99.1845428943634,14,29,13,1,15,3,0
"(19,17)-(19,19)",65.76234698295593,4,22,1,23,24,2,0
"(19,23)-(19,39)",1.6186917200684547,1,2,4,24,3,7,0
"(22,19)-(22,33)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(22,19)-(22,45)",2.2647811099886894,3,30,6,14,2,1,0
"(22,34)-(22,35)",1.9728256528406263e-08,1,4,24,10,29,3,0
