SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,15)-(2,78)",0.06784024881199002,30,21,8,2,26,4,0
"(2,21)-(2,32)",6.26845462647907e-05,17,26,10,3,1,2,0
"(2,23)-(2,32)",0.0003791734798141988,10,26,17,3,2,1,0
"(2,25)-(2,32)",71.96971774101257,26,10,17,1,2,4,1
"(2,27)-(2,32)",56.39997720718384,3,17,2,10,4,29,0
"(2,36)-(2,78)",6.324205603647215e-07,8,3,2,6,30,26,0
"(2,45)-(2,50)",6.438145041465759,10,4,3,1,2,7,0
"(2,49)-(2,50)",99.55167174339294,10,4,1,26,7,21,0
"(2,54)-(2,68)",0.00015240926813930855,1,4,10,2,9,7,0
"(2,54)-(2,78)",1.6760827973484993,14,3,9,1,30,25,0
"(2,69)-(2,70)",3.7136226183065446e-05,10,1,4,26,17,2,0
"(2,71)-(2,75)",3.7136186392672244e-05,10,1,4,26,17,2,0
