SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(38,22)-(38,67)",0.011277532757958397,2,30,3,8,10,11,0
"(38,36)-(38,42)",4.9104349872288594e-12,29,1,21,2,19,12,0
"(38,36)-(38,59)",0.22961818613111973,21,27,2,28,13,7,0
"(38,65)-(38,67)",2.6917368173599243,21,4,7,13,29,27,0
"(46,3)-(59,42)",0.4546677228063345,22,30,9,3,11,21,0
"(46,9)-(55,44)",4.877633228898048,26,3,11,9,22,21,0
"(48,5)-(55,44)",88.41537237167358,11,22,20,30,1,9,0
"(48,11)-(48,12)",0.0028237576771061867,1,15,11,24,12,16,0
"(54,13)-(54,38)",4.563891515135765,14,7,29,13,15,19,0
"(54,14)-(54,32)",45.11052072048187,22,1,24,3,4,6,0
"(54,36)-(54,37)",30.91411590576172,4,22,1,23,21,2,0
"(58,3)-(59,42)",49.83183741569519,3,30,9,15,14,23,0
"(58,17)-(58,31)",1.9728220446157962e-08,1,4,24,10,29,3,0
"(58,17)-(58,43)",2.2647811099886894,3,30,6,14,2,1,0
"(58,32)-(58,33)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(59,3)-(59,6)",0.03749233728740364,29,1,3,19,24,7,0
"(59,3)-(59,42)",40.6710684299469,3,30,14,2,15,6,0
"(59,7)-(59,8)",0.00015240926813930855,1,4,10,2,9,7,0
"(59,9)-(59,42)",99.8677909374237,3,13,14,30,2,19,27
"(59,10)-(59,16)",1.1874602036852952e-15,4,1,2,10,21,7,0
"(59,10)-(59,41)",0.012548269296530634,24,3,1,22,4,2,0
