SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(4,13)-(9,44)",2.020096592605114,26,3,9,22,8,21,0
"(4,16)-(9,44)",0.0007036160241113976,26,11,9,3,22,23,0
"(5,3)-(9,44)",26.775142550468445,30,11,22,21,9,8,0
"(6,3)-(9,44)",3.895917907357216,11,9,3,22,23,30,0
"(7,3)-(9,44)",0.00046572422434110194,11,3,18,15,9,1,0
"(9,8)-(9,44)",0.004238506153342314,15,3,8,2,9,11,0
"(9,9)-(9,39)",0.02818270877469331,14,13,2,15,25,9,0
"(9,34)-(9,35)",1.7280259001495324e-06,1,29,6,17,2,3,0
"(15,3)-(20,35)",12.17980831861496,8,30,23,3,9,21,0
"(15,12)-(19,52)",1.4766423031687737,26,11,3,9,1,21,0
"(16,5)-(19,52)",39.93931710720062,21,30,3,13,26,11,0
"(16,11)-(16,57)",0.00013219329275671043,26,17,3,1,10,2,0
"(16,43)-(16,57)",90.27884006500244,16,15,1,5,11,2,0
"(16,56)-(16,57)",99.79973435401917,27,1,19,2,28,9,0
"(17,5)-(19,52)",0.00013281173778523225,30,16,2,13,21,20,0
"(17,16)-(17,24)",72.37054705619812,7,1,10,2,4,14,0
"(18,16)-(18,28)",0.00015240926813930855,1,4,10,2,9,7,0
"(18,16)-(18,44)",99.97451901435852,3,6,24,1,2,14,0
"(18,29)-(18,36)",1.529276929795742,1,29,4,21,7,20,0
"(18,37)-(18,44)",30.257636308670044,3,2,1,24,10,4,0
"(18,38)-(18,40)",2.546328252417407e-09,1,2,8,10,26,4,0
"(19,19)-(19,33)",0.003361631024745293,1,4,10,22,20,2,0
"(19,19)-(19,45)",10.559982806444168,14,3,15,30,18,6,0
"(19,34)-(19,35)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(19,36)-(19,40)",1.529276929795742,1,29,4,21,7,20,0
"(20,14)-(20,35)",0.05088818725198507,27,2,3,7,14,19,0
"(20,15)-(20,18)",7.889702888404238e-11,1,29,24,21,4,17,0
"(20,19)-(20,34)",0.001493413765274454,1,12,3,2,14,15,0
"(20,20)-(20,27)",1.2485722193286957e-12,2,1,8,29,17,21,0
