SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,24)-(2,77)",0.0023115193471312523,8,3,17,1,6,2,0
"(2,64)-(2,77)",26.89475119113922,2,1,3,9,19,4,0
"(2,65)-(2,71)",8.105283111348172e-09,1,24,4,3,10,6,0
"(2,72)-(2,73)",17.643947899341583,1,24,29,4,3,17,0
"(5,26)-(5,32)",4.9104349872288594e-12,29,1,21,2,19,12,0
"(5,26)-(5,66)",1.9709544256329536,30,13,2,3,6,8,0
"(5,33)-(5,55)",0.03059500886593014,13,19,2,27,24,29,0
"(5,34)-(5,45)",5.835939912747501e-11,29,1,21,2,8,19,0
"(7,12)-(7,35)",0.44584362767636776,3,26,17,1,10,2,0
"(7,16)-(7,27)",3.8036681360154034e-06,1,4,21,2,10,29,0
"(7,16)-(7,35)",99.9224305152893,3,23,4,2,8,10,0
"(9,22)-(9,71)",0.00286475242319284,24,22,3,1,17,26,0
"(9,60)-(9,71)",0.005507855530595407,3,1,2,10,17,4,0
"(9,61)-(9,68)",1.2985829078715483e-07,2,1,29,10,17,21,0
"(9,69)-(9,70)",1.0192853398621082,2,29,1,21,7,10,0
"(12,3)-(12,50)",1.9252240690548206e-06,23,8,4,3,2,21,0
"(12,6)-(12,14)",0.0013678146387974266,12,4,19,1,22,21,0
"(12,7)-(12,8)",2.0071611039895743e-07,4,1,2,6,22,9,0
"(12,25)-(12,26)",99.99855756759644,7,21,29,4,8,13,0
"(12,32)-(12,38)",1.3292555944843798e-08,2,1,29,10,12,4,0
"(12,32)-(12,50)",97.49479293823242,3,13,4,21,2,8,3
"(12,39)-(12,50)",0.0005323128334566718,1,19,2,24,12,3,0
"(12,40)-(12,47)",6.396074642145422e-09,1,29,2,4,21,7,0
"(12,48)-(12,49)",97.00084924697876,29,1,2,7,21,4,0
