SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(27,7)-(31,75)",52.79752016067505,11,22,9,3,15,21,0
"(28,12)-(28,57)",20.190565288066864,15,18,28,11,30,1,0
"(28,13)-(28,36)",7.991751283407211,14,15,13,29,1,7,0
"(28,34)-(28,35)",97.40195274353027,4,22,21,1,23,7,0
"(28,38)-(28,56)",99.88834261894226,14,1,29,19,27,7,0
"(30,9)-(31,75)",0.14779499033465981,15,11,18,12,9,22,0
"(31,10)-(31,74)",0.20771389827132225,23,3,15,8,9,11,0
"(31,42)-(31,73)",1.015540212392807,27,24,3,7,14,28,0
"(31,46)-(31,47)",1.0807724715178324e-07,1,4,10,26,6,17,0
"(31,48)-(31,72)",92.43181943893433,3,1,14,6,24,19,0
