SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,5)-(24,52)",14.270611107349396,21,3,30,22,9,13,0
"(15,11)-(21,62)",16.47660583257675,26,3,11,1,9,2,0
"(15,13)-(21,62)",0.0021120134988450445,26,3,11,9,21,1,0
"(16,7)-(21,62)",99.99923706054688,11,3,22,9,30,26,11
"(16,25)-(16,26)",0.30833727214485407,2,21,10,1,17,9,0
"(17,7)-(21,62)",3.4950248897075653,11,3,22,9,26,28,0
"(18,15)-(18,49)",0.00018222114022137248,15,2,14,9,11,3,0
"(18,42)-(18,49)",1.1328996407655723e-06,15,1,18,6,9,12,0
"(24,19)-(24,33)",1.9728220446157962e-08,1,4,24,10,29,3,0
"(24,19)-(24,45)",2.2647811099886894,3,30,6,14,2,1,0
"(24,34)-(24,35)",7.514029953803458e-08,29,1,24,3,10,4,0
