SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(11,15)-(11,25)",1.2896715639865164e-08,1,26,17,10,2,3,0
"(11,19)-(11,25)",2.955060501852458e-09,8,17,1,29,2,19,0
"(11,24)-(11,25)",4.180732204872584e-06,30,2,9,4,1,6,0
"(13,12)-(13,21)",6.578287070624356e-05,2,9,10,3,1,4,0
"(15,16)-(16,78)",0.7075021509081125,8,3,2,24,26,4,0
"(16,3)-(16,78)",0.42529995553195477,8,3,23,6,15,1,0
"(16,27)-(16,33)",99.89217519760132,30,9,2,4,1,3,0
"(16,41)-(16,50)",0.0004510073267738335,2,10,29,21,17,1,0
"(16,41)-(16,78)",65.90234637260437,3,13,6,23,19,2,0
"(16,51)-(16,78)",0.009347907325718552,9,2,3,14,4,27,0
"(16,52)-(16,57)",2.689821672688386e-10,9,1,2,12,10,8,0
