SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(19,5)-(24,52)",15.296085178852081,21,3,30,22,13,9,0
"(19,11)-(21,76)",31.964653730392456,26,3,17,1,11,2,0
"(19,13)-(21,76)",0.0002536797865104745,26,3,11,9,21,1,0
"(21,7)-(21,76)",91.4480984210968,11,18,16,30,20,1,0
"(21,19)-(21,20)",30.192747712135315,16,11,10,15,5,1,0
"(23,5)-(24,52)",4.443719238042831,30,3,21,28,11,2,0
"(23,16)-(23,44)",1.4413679018616676,24,3,1,15,2,4,0
"(23,16)-(23,70)",93.93984079360962,3,30,13,14,2,28,3
"(23,17)-(23,29)",7.666590344339308e-11,1,4,24,22,10,26,0
"(23,48)-(23,65)",0.001593926572240889,4,3,1,24,2,6,0
"(23,48)-(23,70)",99.58388805389404,3,2,13,24,4,1,0
"(23,49)-(23,50)",6.2604152192006135e-15,4,1,10,22,23,26,0
"(23,69)-(23,70)",97.40195274353027,4,22,21,1,23,7,0
"(24,19)-(24,33)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(24,19)-(24,45)",2.2647811099886894,3,30,6,14,2,1,0
"(24,34)-(24,35)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(24,41)-(24,45)",4.1397564132239495e-05,29,1,7,4,19,24,0
