SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(11,3)-(11,76)",0.012144330685259774,20,8,22,28,13,24,0
"(11,52)-(11,62)",1.2892161989697815e-16,29,1,21,2,12,8,0
"(11,52)-(11,64)",0.0001241992777067935,2,29,1,27,21,9,0
"(11,63)-(11,64)",8.556138575421812e-08,29,21,1,2,7,19,0
"(14,3)-(24,35)",8.662758022546768,8,3,22,23,9,30,0
"(14,12)-(23,52)",0.7167113479226828,26,11,3,9,22,1,0
"(15,5)-(23,52)",18.838225305080414,21,3,30,22,13,11,0
"(15,11)-(20,33)",0.6272146012634039,26,3,1,11,17,9,0
"(15,13)-(20,33)",0.0004090682978130644,26,11,9,3,21,1,0
"(16,7)-(20,33)",23.618581891059875,11,30,20,16,9,26,0
"(17,7)-(20,33)",2.5964440777897835,11,9,26,22,3,15,0
"(18,7)-(20,33)",0.00017513261809654068,11,18,3,15,1,9,0
"(20,12)-(20,33)",0.00014751009302926832,15,3,18,9,24,11,0
"(20,16)-(20,32)",0.0015041062397358473,14,15,1,7,4,2,27
"(21,5)-(23,52)",0.00013281173778523225,30,16,2,13,21,20,0
"(22,5)-(23,52)",1.3281689956784248,30,3,21,2,13,28,0
"(23,5)-(23,52)",58.269792795181274,30,2,3,13,6,16,0
"(23,19)-(23,33)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(23,19)-(23,45)",2.2647811099886894,3,30,6,14,2,1,0
"(23,34)-(23,35)",2.143601030013542e-06,1,10,2,26,4,14,0
"(23,49)-(23,52)",33.22915434837341,29,3,1,21,13,19,0
"(24,3)-(24,13)",6.191866464000384e-09,10,2,1,17,4,26,0
"(24,3)-(24,35)",0.10445854859426618,3,14,6,2,13,10,0
"(24,14)-(24,35)",0.05088818725198507,27,2,3,7,14,19,0
"(24,15)-(24,18)",7.889702888404238e-11,1,29,24,21,4,17,0
