SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,15)-(2,73)",0.011892510519828647,8,30,21,2,26,4,0
"(2,21)-(2,28)",2.9308522275783844e-08,10,26,17,3,2,1,0
"(2,23)-(2,28)",0.0007255530817928957,10,3,2,26,17,1,0
"(2,27)-(2,28)",1.793917454779148,20,1,29,8,18,17,1
"(2,32)-(2,73)",1.9038655096892398e-06,6,30,3,8,2,25,0
"(2,43)-(2,45)",99.99912977218628,10,1,2,16,4,3,1
"(2,49)-(2,63)",0.00015240926813930855,1,4,10,2,9,7,0
"(2,49)-(2,73)",1.6760844737291336,14,3,9,1,30,25,0
"(2,64)-(2,65)",7.514029953803458e-08,29,1,24,3,10,4,0
"(2,66)-(2,70)",0.004894554876955226,1,4,10,2,9,7,0
"(2,71)-(2,73)",0.09151397971436381,1,4,29,10,2,7,0
