SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,44)-(2,66)",0.0322602252708748,28,13,7,29,21,27,0
"(2,49)-(2,66)",0.007436103624058887,14,27,19,3,28,2,0
"(2,50)-(2,55)",8.105283111348172e-09,1,24,4,3,10,6,0
"(6,18)-(6,42)",1.6734665259718895,14,15,3,9,25,13,0
"(6,37)-(6,38)",8.237045485796901e-11,1,29,2,10,17,8,0
"(6,39)-(6,41)",41.944050788879395,29,1,6,2,8,21,0
"(6,53)-(6,71)",97.83918857574463,13,14,2,29,19,3,0
"(6,53)-(6,76)",98.91304969787598,15,3,11,14,18,9,15
"(6,54)-(6,56)",2.3334145726749966e-08,1,4,21,2,29,6,0
"(6,59)-(6,70)",0.00010613578069751384,4,6,3,1,14,24,0
"(6,60)-(6,65)",1.1932413607543269e-10,2,1,4,10,21,9,0
"(6,72)-(6,73)",2.406720439260268e-10,1,29,12,21,10,4,0
