SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,66)",19.868411123752594,30,8,21,3,9,4,0
"(3,14)-(3,15)",3.4482754429632223e-07,10,1,24,17,29,2,0
"(3,14)-(3,17)",1.1117697693407536,6,2,16,1,3,30,0
"(4,3)-(4,66)",7.531154011530816e-06,3,30,9,11,8,6,0
"(4,17)-(4,21)",84.97567176818848,16,5,10,15,2,11,0
"(4,52)-(4,58)",6.965123144908603e-07,1,12,4,2,21,29,0
"(4,52)-(4,66)",0.017778326582629234,9,2,12,4,3,15,0
"(4,59)-(4,66)",0.013819398009218276,12,1,8,2,9,4,0
"(4,60)-(4,61)",3.421192616224289,1,8,2,21,4,29,0
"(4,63)-(4,65)",0.05833760369569063,12,8,1,2,20,6,0
"(6,22)-(6,28)",2.0624807417490842e-09,2,1,29,21,8,4,0
"(6,22)-(6,51)",58.69136452674866,8,4,2,23,3,6,0
"(6,29)-(6,51)",80.2979052066803,8,12,2,1,11,6,0
"(6,30)-(6,31)",39.65750336647034,1,17,8,2,29,10,0
"(6,33)-(6,50)",97.69008159637451,8,1,24,9,4,2,1
"(6,34)-(6,35)",0.0026359099138062447,1,4,24,2,9,8,0
"(6,37)-(6,49)",3.382739919288724e-05,14,3,6,2,9,4,0
"(6,38)-(6,39)",5.812831595540047,1,4,6,24,22,3,0
"(6,43)-(6,48)",7.205437100310519e-05,1,3,4,2,24,6,0
"(6,44)-(6,45)",1.9404381327117227e-14,1,4,2,10,21,9,0
