SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,60)-(3,77)",0.007436103624058887,14,27,19,3,28,2,0
"(3,61)-(3,66)",8.105283111348172e-09,1,24,4,3,10,6,0
"(3,69)-(3,76)",4.29353358422091e-08,1,24,4,3,22,6,0
"(6,3)-(8,70)",77.7532160282135,20,22,30,11,13,8,0
"(7,10)-(7,18)",4.4707439839839935,1,7,2,9,29,27,0
"(8,10)-(8,70)",3.510823489705217e-05,15,11,3,28,24,9,0
"(8,24)-(8,39)",95.67428231239319,19,13,3,14,6,2,0
"(8,25)-(8,30)",5.835939912747501e-11,29,1,21,2,8,19,0
"(8,33)-(8,36)",1.0922625648390749e-05,1,29,24,2,8,21,0
"(8,50)-(8,65)",95.67428231239319,19,13,3,14,6,2,0
"(8,50)-(8,70)",0.6520973052829504,3,28,15,27,14,9,15
"(8,51)-(8,56)",5.835939912747501e-11,29,1,21,2,8,19,0
"(8,59)-(8,62)",1.092264554358735e-05,1,29,24,2,8,21,0
"(8,66)-(8,67)",1.0697783660640662e-13,29,1,21,2,12,19,0
