SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,17)-(3,59)",1.4096511527895927,26,9,3,11,1,8,0
"(3,3)-(3,59)",53.36974263191223,8,3,23,9,4,30,0
"(3,16)-(3,17)",9.381540735375893e-05,10,2,1,4,17,26,0
"(3,16)-(3,19)",14.114932715892792,6,2,3,30,1,8,0
"(3,18)-(3,19)",2.6791468599185464e-05,10,2,1,4,7,3,0
"(3,45)-(3,51)",0.00017870928559204913,1,10,29,12,2,17,0
"(3,45)-(3,59)",0.0008669596354593523,2,10,3,4,26,21,0
"(3,52)-(3,59)",0.00013042003956797998,12,1,2,26,17,11,0
"(3,56)-(3,58)",8.193472922357614e-06,2,1,8,7,4,9,0
"(6,3)-(6,9)",2.0624807417490842e-09,2,1,29,21,8,4,0
"(6,3)-(6,60)",42.54571795463562,8,22,23,4,3,9,0
"(6,10)-(6,60)",9.12737175822258,8,11,12,1,26,22,0
"(6,11)-(6,56)",0.37152820732444525,8,26,2,1,21,17,0
"(6,19)-(6,49)",0.452486053109169,1,3,2,10,4,17,0
"(6,23)-(6,49)",0.025495316367596388,6,30,2,1,8,16,0
"(6,24)-(6,29)",1.3912174850702286,2,1,10,26,17,4,0
"(6,25)-(6,26)",3.3145845958334683e-12,1,10,17,26,2,29,0
"(6,31)-(6,48)",0.06181423086673021,2,3,10,1,17,14,25
"(6,32)-(6,43)",0.45285262167453766,3,24,1,2,4,6,0
"(6,33)-(6,38)",4.582642247896729e-05,1,2,4,10,17,26,0
"(6,34)-(6,35)",2.8981141234264056e-13,2,8,1,4,10,17,0
"(6,46)-(6,47)",7.245773758768337e-07,1,3,24,10,4,2,0
"(6,53)-(6,55)",65.51880240440369,1,4,17,2,10,29,0
