SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(22,5)-(25,52)",44.386330246925354,21,30,2,3,13,26,0
"(22,11)-(22,44)",9.53640935108524e-06,26,17,3,10,2,1,0
"(22,13)-(22,44)",3.275728488461027e-06,26,3,10,17,1,2,0
"(22,17)-(22,44)",54.257625341415405,11,20,26,1,12,2,0
"(22,36)-(22,44)",0.47486666589975357,2,1,17,9,10,26,0
"(23,5)-(25,52)",6.0469756135717034e-05,30,16,2,3,13,11,0
"(23,16)-(23,18)",99.9995470046997,5,16,4,15,10,2,16
"(25,19)-(25,33)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(25,19)-(25,45)",2.2647811099886894,3,30,6,14,2,1,0
"(25,34)-(25,35)",7.514029953803458e-08,29,1,24,3,10,4,0
"(25,36)-(25,40)",0.0029600334528367966,12,15,14,2,25,1,0
