SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(19,19)-(19,43)",2.1958676654776355e-05,25,14,9,3,19,6,0
"(19,26)-(19,42)",0.0003552899897840689,9,2,4,3,22,23,0
"(19,27)-(19,31)",3.919752300518553e-08,12,1,2,9,8,4,0
"(33,7)-(36,64)",37.86073625087738,22,9,23,11,3,8,0
"(34,9)-(35,69)",99.99463558197021,22,3,11,9,23,28,0
"(34,10)-(34,47)",5.356083065271378,23,3,9,14,25,26,0
"(34,11)-(34,27)",8.24864287096716e-05,3,4,2,24,22,9,0
"(34,12)-(34,16)",1.7591032797081851e-09,1,2,10,29,4,8,0
"(34,30)-(34,46)",8.24864287096716e-05,3,4,2,24,22,9,0
"(34,31)-(34,35)",1.7591032797081851e-09,1,2,10,29,4,8,0
"(35,12)-(35,49)",5.8041945294462494e-05,23,3,9,28,4,26,0
"(35,13)-(35,29)",0.00018515689816922531,3,2,10,4,26,24,0
"(35,14)-(35,18)",2.980635249521472e-13,2,1,10,29,17,8,0
"(35,32)-(35,48)",0.00018515689816922531,3,2,10,4,26,24,0
"(35,33)-(35,37)",2.980635249521472e-13,2,1,10,29,17,8,0
"(36,10)-(36,11)",39.265355467796326,4,1,9,10,14,25,0
"(36,10)-(36,17)",56.47701025009155,4,9,15,2,12,25,0
"(36,14)-(36,17)",9.471384032622154e-05,4,12,9,1,22,7,0
"(36,32)-(36,64)",0.08865947602316737,3,9,4,15,25,22,0
"(36,35)-(36,36)",6.583966296602739e-05,1,14,9,7,2,25,0
"(36,35)-(36,45)",5.66629134118557,15,14,12,25,7,24,0
"(36,39)-(36,45)",4.496965647082796e-09,7,9,14,1,25,4,0
"(36,41)-(36,44)",1.1710212799442843e-07,4,21,12,7,9,22,0
"(36,51)-(36,57)",54.33143377304077,12,4,9,7,2,15,0
"(36,53)-(36,56)",6.628825843790764e-06,4,7,12,9,29,19,0
"(36,63)-(36,64)",99.07383322715759,4,12,9,1,22,23,0
