SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,69)",0.0008026118848647457,3,23,9,8,4,30,0
"(3,13)-(3,14)",9.381540735375893e-05,10,2,1,4,17,26,0
"(3,13)-(3,16)",14.114932715892792,6,2,3,30,1,8,0
"(4,3)-(4,69)",0.0008233590051531792,6,3,30,28,18,8,0
"(4,9)-(4,12)",0.06063825567252934,14,15,12,1,4,2,0
"(4,43)-(4,49)",1.9883463764358567e-06,1,2,4,21,29,9,0
"(4,43)-(4,56)",6.694199361501063e-09,9,2,14,1,10,4,0
"(4,50)-(4,56)",0.00941437465371564,12,1,8,20,2,11,0
"(4,51)-(4,52)",8.393104787562944e-10,2,9,1,14,27,8,0
"(7,3)-(9,23)",3.7053853273391724,21,30,8,9,3,26,8
"(7,16)-(7,35)",8.49574721684121e-07,3,26,17,24,1,10,0
"(7,20)-(7,35)",7.3597135497038835e-06,15,16,14,2,5,3,0
"(8,3)-(9,23)",0.002258125095977448,8,30,3,23,6,26,0
"(8,16)-(8,71)",0.004519437425187789,3,9,26,14,8,2,0
"(8,20)-(8,71)",1.2894076917291386e-05,2,30,3,4,9,10,0
"(8,54)-(8,71)",0.0004066531801072415,1,8,11,20,18,2,0
"(8,55)-(8,63)",6.049963872101216e-05,24,1,2,19,12,29,0
"(8,56)-(8,60)",1.9481835589196805e-08,1,4,29,6,10,2,0
"(9,3)-(9,9)",0.00015240926813930855,1,4,10,2,9,7,0
"(9,3)-(9,23)",3.8263894452938985e-05,10,2,1,14,9,5,0
"(9,10)-(9,23)",19.26019936800003,1,12,8,2,11,9,0
"(9,11)-(9,19)",40.58295786380768,1,4,2,8,20,21,0
