SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,44)-(2,66)",0.0322602252708748,28,13,7,29,21,27,0
"(2,49)-(2,66)",0.007436103624058887,14,27,19,3,28,2,0
"(2,50)-(2,55)",8.105283111348172e-09,1,24,4,3,10,6,0
"(5,30)-(5,46)",8.111712901381907e-06,10,1,4,3,24,26,0
"(5,31)-(5,42)",1.251284609408217e-13,1,4,10,2,26,14,0
"(5,43)-(5,45)",0.0011167234333697706,1,4,2,10,7,29,0
"(6,17)-(6,41)",88.6212170124054,3,14,25,15,9,4,0
"(6,17)-(6,46)",95.06415128707886,3,9,15,8,2,14,15
"(6,36)-(6,37)",1.3410557386794864e-09,2,29,1,14,7,8,0
"(6,38)-(6,40)",33.54015052318573,29,2,1,7,27,14,0
"(6,44)-(6,46)",0.37049499806016684,1,4,12,24,9,14,0
"(6,52)-(6,70)",97.83918857574463,13,14,2,29,19,3,0
"(6,52)-(6,75)",53.572750091552734,3,15,14,9,28,4,15
"(6,53)-(6,55)",0.0007423106580972672,2,1,14,4,9,6,0
"(6,58)-(6,69)",0.010682276479201391,3,4,14,25,6,24,0
"(6,59)-(6,64)",4.1707400879296974e-12,2,1,10,4,29,9,0
"(6,71)-(6,72)",8.11219234148064e-10,1,4,2,10,29,14,0
