SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,5)-(25,52)",7.78852105140686,21,22,3,30,9,11,0
"(15,11)-(22,35)",5.500132218003273,26,3,11,22,9,1,0
"(15,13)-(22,35)",0.005539275662158616,26,3,11,9,22,21,0
"(16,7)-(22,35)",34.295740723609924,30,11,21,22,9,13,11
"(17,7)-(22,35)",47.742557525634766,30,11,21,3,9,13,0
"(18,7)-(22,35)",33.1197589635849,3,30,11,13,21,9,0
"(19,7)-(22,35)",19.37422603368759,3,11,9,30,26,22,0
"(20,7)-(22,35)",0.04425174556672573,3,11,30,2,22,13,0
"(21,37)-(21,42)",1.306513324379921,19,2,1,27,28,3,0
"(21,38)-(21,39)",8.105283111348172e-09,1,24,4,3,10,6,0
"(22,12)-(22,35)",0.0013139131624484435,2,14,13,3,8,15,0
"(25,19)-(25,33)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(25,19)-(25,45)",2.2647811099886894,3,30,6,14,2,1,0
"(25,34)-(25,35)",7.514029953803458e-08,29,1,24,3,10,4,0
