SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(17,22)-(17,49)",2.1958676654776355e-05,25,14,9,3,19,6,0
"(17,29)-(17,48)",0.0003552899897840689,9,2,4,3,22,23,0
"(17,30)-(17,34)",3.919752300518553e-08,12,1,2,9,8,4,0
"(20,7)-(20,52)",99.99998807907104,23,3,28,6,9,4,23
"(20,7)-(20,57)",1.8026841804385185,23,22,3,6,9,4,0
"(20,8)-(20,28)",5.107213276963653e-12,4,22,3,2,9,1,0
"(20,9)-(20,13)",2.9655724490679214e-10,1,2,4,10,26,17,0
"(20,31)-(20,51)",5.107213276963653e-12,4,22,3,2,9,1,0
"(20,32)-(20,36)",2.9655724490679214e-10,1,2,4,10,26,17,0
"(20,56)-(20,57)",100.0,4,22,10,23,9,21,4
