SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(31,3)-(45,80)",15.634283423423767,22,3,9,11,30,13,0
"(34,16)-(34,19)",2.239174401452715e-08,2,21,29,9,8,4,0
"(34,16)-(34,45)",0.024757444043643773,6,3,22,19,30,23,0
"(35,18)-(35,55)",71.62902355194092,19,22,23,3,6,30,19
"(35,28)-(35,29)",1.661291243459928e-09,2,9,29,12,4,21,0
"(37,7)-(37,72)",79.52995300292969,22,23,3,19,6,8,22
"(37,12)-(37,13)",1.6612881209576713e-09,2,9,29,12,4,21,0
"(38,22)-(38,67)",83.487868309021,23,6,3,19,22,8,23
"(38,40)-(38,41)",1.6612881209576713e-09,2,9,29,12,4,21,0
"(40,7)-(45,80)",88.96927833557129,22,23,3,11,8,9,0
"(40,11)-(40,12)",1.6612881209576713e-09,2,9,29,12,4,21,0
