SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,19)-(7,59)",0.3148688701912761,26,3,8,9,1,2,0
"(2,23)-(7,59)",0.01501732476754114,22,8,3,1,23,11,0
"(10,3)-(13,43)",0.015433938824571669,6,30,22,3,11,8,0
"(11,11)-(11,15)",1.6387469159440116e-07,14,4,15,7,2,25,0
"(13,10)-(13,19)",0.006571845733560622,10,1,2,4,17,21,0
"(13,10)-(13,43)",6.053080037236214,14,3,13,6,2,15,6
"(13,20)-(13,43)",0.0036572306271409616,3,4,6,23,1,10,0
"(13,21)-(13,24)",2.9632545306412794e-06,1,2,21,4,8,29,0
"(13,25)-(13,42)",0.004419656761456281,2,1,4,9,10,17,0
"(13,26)-(13,34)",2.0242577687852592e-11,2,8,1,17,21,29,0
"(13,35)-(13,41)",9.453140847881514e-06,2,17,8,1,26,10,0
