SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(16,3)-(18,76)",5.26939295232296,30,21,8,11,9,22,0
"(16,9)-(16,74)",41.241925954818726,26,3,17,1,11,2,0
"(16,11)-(16,74)",0.09617075556889176,26,3,1,2,8,17,0
"(16,15)-(16,74)",0.04644779837690294,11,16,6,20,18,9,14
"(16,50)-(16,65)",0.008284371142508462,1,24,3,2,4,6,0
"(16,51)-(16,62)",6.873211157528867e-13,1,2,4,29,21,10,0
"(16,63)-(16,64)",0.000573152101424057,2,1,29,21,4,7,0
"(18,43)-(18,57)",0.003361631024745293,1,4,10,22,20,2,0
"(18,43)-(18,69)",10.559982806444168,14,3,15,30,18,6,0
"(18,58)-(18,59)",1.9728256528406263e-08,1,4,24,10,29,3,0
