SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(19,5)-(27,52)",15.296085178852081,21,3,30,22,13,9,0
"(19,11)-(24,40)",22.233685851097107,26,3,11,1,9,17,0
"(19,13)-(24,40)",0.001340850030828733,26,3,11,9,21,1,0
"(20,7)-(24,40)",12.747742235660553,11,30,20,16,22,21,0
"(21,7)-(24,40)",74.10491704940796,11,30,18,20,9,16,0
"(21,21)-(21,22)",30.192747712135315,16,11,10,15,5,1,0
"(22,7)-(24,40)",70.34432888031006,11,9,30,15,3,22,0
"(23,7)-(24,40)",3.1071165576577187,11,15,18,12,16,20,0
"(23,24)-(23,32)",99.73374009132385,1,4,21,3,29,10,0
"(23,25)-(23,27)",1.4750222154802373e-07,2,10,1,17,29,26,0
"(24,7)-(24,40)",15.67046195268631,18,11,16,15,1,6,0
"(24,8)-(24,17)",80.43477535247803,29,7,1,2,3,21,0
"(27,19)-(27,33)",1.9728220446157962e-08,1,4,24,10,29,3,0
"(27,19)-(27,45)",2.2647811099886894,3,30,6,14,2,1,0
"(27,34)-(27,35)",1.9728256528406263e-08,1,4,24,10,29,3,0
