SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(8,43)",0.00020544428025459638,11,22,30,3,6,20,0
"(6,7)-(8,43)",0.028417364228516817,30,21,26,13,11,2,0
"(6,13)-(6,22)",0.0005842943210154772,10,26,1,17,3,4,0
"(6,15)-(6,22)",0.0024261014914372936,1,2,10,17,4,26,0
"(6,19)-(6,20)",0.001115361101255985,4,2,1,10,21,17,0
"(6,19)-(6,22)",99.9765694141388,1,2,10,26,17,29,1
"(7,18)-(7,19)",0.3014960791915655,4,1,10,2,7,14,0
"(7,18)-(7,39)",4.688457772135735,1,3,6,4,23,2,0
"(7,20)-(7,21)",3.5390473902225494,1,4,10,7,29,2,0
"(8,7)-(8,43)",1.7739317570431012e-05,1,4,2,6,9,3,0
"(8,15)-(8,16)",94.94711756706238,1,7,4,29,10,2,0
"(8,20)-(8,34)",3.5390473902225494,1,4,10,7,29,2,0
"(8,20)-(8,43)",0.08116126409731805,6,3,1,14,30,4,0
"(8,35)-(8,36)",3.5390473902225494,1,4,10,7,29,2,0
"(8,42)-(8,43)",0.7444450631737709,1,7,29,4,2,10,0
