SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,28)-(15,53)",5.528269397814256e-06,6,4,3,14,30,2,0
"(15,29)-(15,46)",9.119111155087012e-05,2,1,4,14,6,9,0
"(15,30)-(15,42)",7.727226147835609e-06,2,1,29,8,21,7,0
"(15,47)-(15,48)",3.4140005140395266e-12,2,1,21,9,7,4,0
"(31,3)-(45,80)",15.634283423423767,22,3,9,11,30,13,0
"(34,16)-(34,19)",1.6612881209576713e-09,2,9,29,12,4,21,0
"(34,16)-(34,45)",0.0008365889698325191,19,22,3,6,23,13,0
"(37,7)-(37,60)",3.665353293378679e-18,3,23,9,28,25,14,0
"(37,7)-(37,64)",99.99592304229736,22,23,6,3,9,4,22
"(37,29)-(37,59)",1.9616766167018795e-05,3,9,2,1,4,24,0
"(37,30)-(37,42)",2.898066980748935e-15,1,2,29,10,9,26,0
"(38,22)-(38,67)",83.487868309021,23,6,3,19,22,8,23
"(38,40)-(38,41)",1.6612881209576713e-09,2,9,29,12,4,21,0
"(40,7)-(45,80)",88.96927833557129,22,23,3,11,8,9,0
"(40,11)-(40,12)",1.6612881209576713e-09,2,9,29,12,4,21,0
