SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,15)-(7,59)",0.3148688701912761,26,3,8,9,1,2,0
"(2,19)-(7,59)",0.0006740166554664029,26,8,1,3,22,11,0
"(3,3)-(7,59)",5.4627059853373794e-05,11,22,30,3,6,20,0
"(3,9)-(3,11)",0.10046306997537613,2,14,29,7,1,13,0
"(9,24)-(9,33)",2.3878170491223316e-11,2,21,1,10,29,17,0
"(9,24)-(9,76)",1.2772456742823124,6,30,8,22,23,3,0
"(9,38)-(9,76)",99.89136457443237,2,4,13,1,21,3,0
"(9,39)-(9,47)",1.986230291350921e-07,21,2,1,29,8,17,0
"(9,59)-(9,72)",2.23181721992205e-06,2,13,3,1,29,8,0
"(9,59)-(9,74)",99.77154731750488,3,6,2,30,4,24,0
"(9,66)-(9,67)",8.81073106029362e-05,2,17,10,8,1,26,0
