SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(22,5)-(25,52)",42.01687276363373,21,30,3,13,26,2,0
"(22,11)-(22,51)",4.4238097984816704e-05,26,17,3,1,10,2,0
"(22,13)-(22,51)",7.975175719820982e-06,26,3,17,1,10,2,0
"(22,17)-(22,51)",89.01049494743347,11,12,20,1,26,2,0
"(22,36)-(22,51)",0.02043913264060393,16,1,11,5,2,3,0
"(22,37)-(22,46)",99.93372559547424,7,1,27,2,5,29,0
"(22,43)-(22,45)",0.01925191463669762,1,4,10,22,23,24,0
"(22,48)-(22,50)",0.003219429709133692,1,24,10,7,2,4,29
"(23,5)-(25,52)",2.6937118491332512e-05,30,16,2,13,21,20,0
"(23,16)-(23,24)",11.978225409984589,4,14,7,3,5,1,0
"(23,21)-(23,23)",77.19992995262146,7,4,1,24,3,2,0
"(25,19)-(25,33)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(25,19)-(25,45)",2.2647811099886894,3,30,6,14,2,1,0
"(25,34)-(25,35)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(25,36)-(25,40)",0.0029600334528367966,12,15,14,2,25,1,0
