SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(4,20)-(10,69)",0.5098673980683088,3,26,9,8,23,22,0
"(4,22)-(10,69)",0.23615912068635225,8,3,22,23,9,26,0
"(5,3)-(10,69)",22.311124205589294,23,22,3,6,11,30,0
"(8,7)-(10,69)",0.31976266764104366,15,13,14,28,3,9,0
"(9,15)-(9,22)",0.10930346325039864,1,5,7,21,27,13,0
"(10,15)-(10,68)",82.15159773826599,3,13,14,28,22,15,3
"(10,31)-(10,32)",1.8571735035948694e-15,29,21,2,1,8,7,0
"(10,33)-(10,68)",99.97506737709045,28,3,2,14,1,21,0
"(10,51)-(10,67)",73.53694438934326,3,1,2,4,24,26,0
"(10,52)-(10,62)",7.926717623629484e-15,2,1,10,17,26,3,0
