SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(4,6)-(4,7)",0.002484664037183393,1,4,24,7,29,22,0
"(4,6)-(4,12)",2.731016763846128e-05,24,3,4,1,15,2,0
"(4,11)-(4,12)",8.324490402555895e-09,4,7,21,1,19,3,0
"(4,30)-(4,40)",5.6580618023872375,19,1,3,22,24,23,0
"(4,30)-(4,50)",1.4635251943673211e-05,7,19,3,2,28,29,0
"(4,44)-(4,50)",63.216471672058105,28,19,29,7,1,8,0
"(4,52)-(4,61)",1.6909292810396437e-05,24,4,3,1,22,23,24
"(4,52)-(4,71)",99.92030262947083,7,2,3,27,1,15,0
"(4,53)-(4,54)",1.753163836326621e-06,1,4,23,22,6,10,0
"(4,58)-(4,60)",1.9937072554942342e-11,4,1,23,22,6,10,0
"(4,65)-(4,71)",2.6509080082178116,28,1,19,24,29,22,0
