SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(24,5)-(31,52)",20.10893076658249,21,30,3,13,22,11,0
"(24,11)-(28,64)",29.713711142539978,26,3,1,11,17,2,0
"(24,13)-(28,64)",0.0008619168511359021,26,3,11,9,21,1,0
"(25,7)-(28,64)",9.657125174999237,11,30,20,16,21,22,0
"(26,7)-(28,64)",82.09728002548218,11,30,18,16,20,9,0
"(27,7)-(28,64)",11.714128404855728,11,18,15,9,22,20,0
"(28,7)-(28,64)",49.62039589881897,3,15,11,9,23,1,0
"(28,8)-(28,30)",75.15014410018921,15,28,14,24,18,1,22
"(29,5)-(31,52)",5.958292490504391e-05,30,16,2,13,21,20,0
"(29,16)-(29,24)",1.6499578237016976e-05,5,16,4,1,7,3,0
"(29,17)-(29,18)",99.99842643737793,7,4,21,19,3,1,0
"(31,19)-(31,33)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(31,19)-(31,45)",2.2647811099886894,3,30,6,14,2,1,0
"(31,34)-(31,35)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(31,36)-(31,40)",0.000666492678647046,15,12,4,1,24,22,0
