SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,43)",0.06784024881199002,30,21,8,2,26,4,0
"(3,9)-(3,50)",1.4312855967091309e-05,26,17,3,10,2,1,0
"(3,11)-(3,50)",2.5177958676292356e-09,10,17,26,3,2,1,0
"(3,15)-(3,50)",100.0,20,11,22,28,4,3,17
"(3,36)-(3,38)",63.069236278533936,4,7,29,3,13,21,0
"(4,3)-(4,43)",7.072682717268464e-09,30,6,3,2,13,9,0
"(4,14)-(4,15)",100.0,5,16,10,7,21,2,10
"(4,19)-(4,33)",0.00015240926813930855,1,4,10,2,9,7,0
"(4,19)-(4,43)",1.6760827973484993,14,3,9,1,30,25,0
"(4,34)-(4,35)",1.5020629007267416e-05,1,10,4,2,26,14,0
"(4,36)-(4,40)",0.03749233728740364,29,1,3,19,24,7,0
