SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(11,19)-(11,44)",3.0787710159074777e-06,26,1,17,2,10,3,0
"(11,28)-(11,44)",4.980619294769895e-06,2,26,17,1,3,8,0
"(13,17)-(13,29)",4.036425915732167e-08,1,10,17,26,2,3,0
"(13,21)-(13,29)",6.322374588307866e-05,17,8,1,29,2,24,0
"(15,15)-(15,25)",1.2896715639865164e-08,1,26,17,10,2,3,0
"(15,19)-(15,25)",2.955060501852458e-09,8,17,1,29,2,19,0
"(17,18)-(17,68)",0.000300861029245425,26,17,1,8,2,3,0
"(17,39)-(17,68)",0.0005290112312650308,30,3,8,6,9,2,0
"(19,17)-(19,40)",2.1329999988495274e-07,26,17,1,2,3,10,0
"(19,26)-(19,40)",2.0078052997973828e-06,17,26,1,2,8,3,0
"(21,12)-(21,21)",2.010092396351193e-10,1,10,2,17,26,3,0
"(21,17)-(21,21)",0.000875657769938698,4,1,8,2,17,6,0
"(23,12)-(23,21)",1.3029054279911634e-06,2,9,3,10,1,4,0
"(26,3)-(43,72)",1.6632992774248123,22,3,9,11,13,23,0
"(27,8)-(27,61)",0.043623539386317134,3,23,6,8,13,28,0
"(27,38)-(27,44)",1.3823408551161265e-05,29,2,21,10,1,7,0
"(27,38)-(27,47)",9.888475460684276e-06,10,4,2,3,1,26,0
"(27,55)-(27,61)",97.85553216934204,9,2,12,1,14,7,0
"(29,5)-(43,72)",9.857987612485886,3,9,22,30,13,11,0
"(30,13)-(30,19)",3.452377654866723e-05,29,1,2,10,7,21,0
"(32,13)-(32,22)",1.3823408551161265e-05,29,2,21,10,1,7,0
"(32,13)-(32,50)",0.03679883957374841,3,13,14,19,26,2,0
"(33,13)-(33,24)",1.3823408551161265e-05,29,2,21,10,1,7,0
"(33,13)-(33,52)",0.03679883957374841,3,13,14,19,26,2,0
"(35,10)-(35,22)",1.3823408551161265e-05,29,2,21,10,1,7,0
"(35,10)-(36,70)",0.08518151589669287,3,22,15,13,26,11,0
"(38,10)-(38,20)",1.3823408551161265e-05,29,2,21,10,1,7,0
"(38,10)-(39,70)",0.08518151589669287,3,22,15,13,26,11,0
"(41,10)-(41,21)",1.3823408551161265e-05,29,2,21,10,1,7,0
"(41,10)-(43,71)",7.691773027181625,22,3,11,9,26,13,0
