SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,15)-(2,77)",0.06784024881199002,30,21,8,2,26,4,0
"(2,21)-(2,31)",6.26845462647907e-05,17,26,10,3,1,2,0
"(2,23)-(2,31)",0.0012855617569584865,10,17,3,2,1,26,0
"(2,27)-(2,28)",2.813895783049247e-07,2,10,17,1,29,21,0
"(2,27)-(2,31)",99.98266100883484,26,17,10,1,2,3,1
"(2,29)-(2,31)",0.05478368257172406,17,2,10,1,26,3,0
"(2,53)-(2,67)",0.00015240926813930855,1,4,10,2,9,7,0
"(2,53)-(2,77)",1.6760844737291336,14,3,9,1,30,25,0
"(2,68)-(2,69)",3.7136186392672244e-05,10,1,4,26,17,2,0
"(2,75)-(2,77)",0.0009944809789885767,10,1,4,29,17,26,0
