SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(3,67)",1.2835132956467987e-06,3,11,1,26,8,22,0
"(3,36)-(3,67)",99.99620914459229,30,2,6,13,3,14,0
"(3,44)-(3,45)",0.09727543219923973,28,1,24,20,22,4,0
"(3,44)-(3,50)",0.03299475647509098,29,14,1,2,13,7,0
"(3,54)-(3,60)",1.1352381310190626e-13,29,1,21,2,17,10,0
"(3,54)-(3,67)",0.01642127026570961,2,3,1,10,5,21,0
"(3,61)-(3,67)",0.0009548487469146494,1,2,12,9,4,3,0
"(3,62)-(3,63)",0.030557200079783797,1,29,7,4,2,21,0
"(3,65)-(3,66)",0.030557200079783797,1,29,7,4,2,21,0
"(10,17)-(10,25)",1.2973740137756096e-08,1,10,2,29,4,21,0
"(10,17)-(10,32)",0.018472976807970554,3,1,5,14,2,10,0
"(10,26)-(10,27)",5.558986961841583,1,2,29,3,10,4,0
"(10,28)-(10,32)",9.723646193742752,1,29,2,21,7,10,0
"(14,24)-(14,30)",2.539701604575839e-06,29,1,24,3,2,7,0
"(14,24)-(14,40)",99.36742782592773,3,2,13,29,21,19,0
"(14,31)-(14,40)",0.17179028363898396,1,2,14,3,12,24,0
"(14,32)-(14,36)",0.030557200079783797,1,29,7,4,2,21,0
"(14,38)-(14,39)",0.030557200079783797,1,29,7,4,2,21,29
