SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,17)-(4,69)",14.82492983341217,26,9,3,11,1,17,0
"(3,3)-(4,69)",0.0008026118848647457,3,23,9,8,4,30,0
"(3,13)-(3,14)",9.381540735375893e-05,10,2,1,4,17,26,0
"(3,13)-(3,16)",14.114932715892792,6,2,3,30,1,8,0
"(3,15)-(3,16)",69.38979029655457,2,10,7,1,4,24,0
"(4,3)-(4,69)",0.0008233598236984108,6,3,30,28,18,8,0
"(4,9)-(4,12)",0.010551978630246595,16,15,12,1,9,2,0
"(4,43)-(4,49)",6.675713990931739e-12,1,4,2,7,29,14,0
"(4,43)-(4,56)",1.6136091574026068e-06,4,3,12,24,9,10,0
"(4,50)-(4,56)",5.071400366318812e-06,14,2,12,1,4,15,0
"(4,54)-(4,55)",5.031127514598666e-06,2,14,9,27,1,4,0
"(7,3)-(7,66)",44.92783844470978,8,23,3,21,4,9,0
"(7,12)-(7,46)",1.5210035897439411e-06,26,3,17,8,1,10,0
"(7,16)-(7,46)",1.0992797783160313e-07,2,16,3,10,15,11,0
"(7,40)-(7,46)",0.010540373477851972,20,1,12,11,4,8,0
"(7,41)-(7,42)",0.09696013876236975,7,4,21,12,1,24,1
"(7,44)-(7,45)",4.880840265286679e-05,1,29,24,12,9,2,0
"(7,50)-(7,56)",6.191878260120021e-09,10,2,1,17,4,26,0
"(7,50)-(7,66)",0.00019741319192689843,2,3,6,4,10,30,0
"(7,57)-(7,66)",22.27378785610199,1,12,2,8,9,10,0
"(7,58)-(7,62)",40.58295786380768,1,4,2,8,20,21,0
