SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,38)-(2,39)",9.381540735375893e-05,10,2,1,4,17,26,0
"(2,38)-(2,41)",14.114929735660553,6,2,3,30,1,8,0
"(2,56)-(2,62)",6.965123144908603e-07,1,12,4,2,21,29,0
"(2,56)-(2,70)",8.744727608700487e-06,9,2,12,27,1,10,0
"(2,63)-(2,70)",0.013819398009218276,12,1,8,2,9,4,0
"(2,64)-(2,65)",3.421192616224289,1,8,2,21,4,29,0
"(5,3)-(5,9)",2.0624807417490842e-09,2,1,29,21,8,4,0
"(5,3)-(7,24)",33.53513181209564,8,3,30,22,23,9,0
"(6,5)-(7,24)",89.06717300415039,12,8,22,2,11,21,0
"(6,15)-(6,60)",9.43057614222198e-06,26,11,3,8,1,9,0
"(6,24)-(6,60)",0.022630767489317805,2,4,30,10,9,1,0
"(6,43)-(6,60)",0.020801197388209403,17,26,1,10,2,11,0
"(7,6)-(7,23)",0.001730393159959931,8,3,6,2,23,1,0
"(7,7)-(7,19)",0.009039031283464283,2,1,3,24,4,29,1
"(7,8)-(7,11)",3.6346723408797743e-07,1,10,4,26,17,2,0
