SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,15)-(3,16)",9.381540735375893e-05,10,2,1,4,17,26,0
"(3,15)-(3,18)",14.114932715892792,6,2,3,30,1,8,0
"(3,60)-(3,66)",5.883958920094301e-06,1,2,4,21,9,8,0
"(3,60)-(3,73)",5.958275539619251e-08,2,9,7,1,10,14,0
"(3,67)-(3,73)",0.006130096880951896,12,1,8,2,9,20,0
"(3,68)-(3,69)",0.042867136653512716,1,2,8,4,21,9,0
"(5,22)-(5,28)",2.0624807417490842e-09,2,1,29,21,8,4,0
"(5,22)-(5,36)",55.89245557785034,2,4,3,8,10,9,0
"(5,29)-(5,36)",0.0005966457592876395,8,2,1,12,6,17,0
"(5,30)-(5,32)",99.92237091064453,8,1,2,4,12,9,9
