SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(4,13)-(10,18)",0.017433942412026227,26,3,22,9,8,23,0
"(4,16)-(10,18)",0.0005158207386557478,26,22,3,9,11,23,0
"(9,45)-(9,61)",0.00041761841202969663,1,2,3,24,4,10,0
"(9,46)-(9,57)",7.437102935385062e-20,1,2,4,10,26,9,0
"(9,58)-(9,60)",1.730629008156459e-09,1,2,4,10,14,7,0
"(15,12)-(27,35)",0.011080774856964126,3,22,26,9,8,23,0
"(15,15)-(27,35)",0.00011267513855273137,22,26,11,9,3,23,0
"(27,19)-(27,34)",0.001493413765274454,1,12,3,2,14,15,0
"(27,20)-(27,27)",1.2485722193286957e-12,2,1,8,29,17,21,0
"(27,31)-(27,33)",3.638297996211293e-08,2,29,1,8,21,19,0
"(30,17)-(30,23)",4.9104349872288594e-12,29,1,21,2,19,12,0
"(30,17)-(30,48)",1.1352173052728176,28,15,14,3,13,27,0
"(30,26)-(30,48)",1.3962630873720627e-05,27,2,7,21,1,19,0
"(30,27)-(30,37)",5.835939912747501e-11,29,1,21,2,8,19,0
"(37,19)-(37,32)",9.71980979589445e-13,4,1,21,10,2,9,0
"(37,19)-(37,66)",87.54414916038513,3,15,23,24,6,28,3
"(37,33)-(37,66)",5.169220003153896e-05,14,3,4,2,6,9,0
"(37,34)-(37,44)",1.2657853432074262e-06,1,4,10,6,2,26,0
