SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(11,19)-(11,44)",3.0787710159074777e-06,26,1,17,2,10,3,0
"(11,28)-(11,44)",4.980619294769895e-06,2,26,17,1,3,8,0
"(13,17)-(13,29)",4.036425915732167e-08,1,10,17,26,2,3,0
"(13,21)-(13,29)",6.322374588307866e-05,17,8,1,29,2,24,0
"(15,15)-(15,25)",1.2896715639865164e-08,1,26,17,10,2,3,0
"(15,19)-(15,25)",2.955060501852458e-09,8,17,1,29,2,19,0
"(15,24)-(15,25)",4.180732204872584e-06,30,2,9,4,1,6,0
"(17,18)-(17,68)",0.000300861029245425,26,17,1,8,2,3,0
"(17,39)-(17,68)",0.0005290112312650308,30,3,8,6,9,2,0
"(19,17)-(19,40)",2.1329999988495274e-07,26,17,1,2,3,10,0
"(19,26)-(19,40)",2.0078052997973828e-06,17,26,1,2,8,3,0
"(21,12)-(21,21)",2.010092396351193e-10,1,10,2,17,26,3,0
"(25,16)-(39,68)",0.014649106014985591,22,3,9,11,26,23,0
"(26,3)-(39,68)",2.2576212882995605,22,3,9,11,23,13,0
"(27,3)-(39,68)",11.34471595287323,3,22,30,9,11,13,0
"(28,10)-(28,16)",0.0005348806098481873,10,4,1,3,2,7,0
"(30,10)-(30,19)",4.062206670641899,10,1,2,4,26,17,0
"(30,10)-(30,47)",0.013370720262173563,3,26,14,2,10,1,0
"(30,20)-(30,47)",0.0440883741248399,9,2,3,14,4,1,0
"(30,21)-(30,26)",2.689821672688386e-10,9,1,2,12,10,8,0
"(31,10)-(31,21)",4.062209278345108,10,1,2,4,26,17,0
"(31,10)-(31,49)",0.013370720262173563,3,26,14,2,10,1,0
"(33,7)-(33,19)",4.062209278345108,10,1,2,4,26,17,0
"(33,7)-(33,78)",0.3984967712312937,3,15,11,26,22,9,0
"(35,7)-(35,17)",4.062209278345108,10,1,2,4,26,17,0
"(35,7)-(35,76)",0.3984967712312937,3,15,11,26,22,9,0
"(37,7)-(37,18)",4.062209278345108,10,1,2,4,26,17,0
"(37,7)-(39,68)",28.544148802757263,22,11,3,9,26,15,0
