SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(11,15)-(11,25)",1.2896715639865164e-08,1,26,17,10,2,3,0
"(11,19)-(11,25)",2.955060501852458e-09,8,17,1,29,2,19,0
"(11,24)-(11,25)",4.180732204872584e-06,30,2,9,4,1,6,0
"(15,12)-(15,21)",1.3396347833122269e-12,1,10,2,17,26,8,0
"(17,16)-(24,33)",0.00966727384366095,9,3,26,11,22,23,0
"(18,3)-(24,33)",63.05156350135803,3,30,22,9,23,8,0
"(19,3)-(24,33)",2.0111434161663055,22,11,3,8,23,30,0
"(20,10)-(20,50)",98.04757237434387,9,2,3,14,1,15,0
"(20,44)-(20,50)",55.30284643173218,29,10,2,21,9,1,0
"(22,7)-(24,33)",1.2766871293479198e-05,3,26,9,15,28,23,0
"(23,12)-(23,21)",1.0717712524768719e-10,1,29,2,17,10,21,0
"(23,12)-(23,49)",26.319092512130737,3,26,17,10,1,2,0
"(23,22)-(23,49)",0.057190057123079896,9,2,12,14,3,1,0
"(23,23)-(23,28)",6.596093029415107e-11,1,9,2,12,6,29,0
"(24,12)-(24,17)",2.135546080250794e-09,9,1,2,12,29,21,0
"(24,12)-(24,33)",0.00016434421468147775,9,2,3,15,4,30,0
