SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,69)",0.0008026118848647457,3,23,9,8,4,30,0
"(3,13)-(3,14)",9.381540735375893e-05,10,2,1,4,17,26,0
"(3,13)-(3,16)",14.114932715892792,6,2,3,30,1,8,0
"(4,3)-(4,69)",0.0008233590051531792,6,3,30,28,18,8,0
"(4,9)-(4,12)",0.010551978630246595,16,15,12,1,9,2,0
"(4,43)-(4,49)",3.332062625815979e-07,4,1,2,10,21,6,0
"(4,43)-(4,56)",0.2139844698831439,4,2,3,1,10,14,0
"(4,50)-(4,56)",0.00034412057630106574,12,1,2,4,6,14,0
"(4,51)-(4,52)",1.4655587507461654e-09,2,8,1,4,9,21,0
"(7,3)-(7,72)",44.92783844470978,8,23,3,21,4,9,0
"(7,12)-(7,52)",1.5210035897439411e-06,26,3,17,8,1,10,0
"(7,16)-(7,52)",1.0992797783160313e-07,2,16,3,10,15,11,0
"(7,43)-(7,52)",0.16219938406720757,20,12,4,1,18,22,0
"(7,50)-(7,51)",0.09696013876236975,7,4,21,12,1,24,1
"(7,56)-(7,62)",6.191878260120021e-09,10,2,1,17,4,26,0
"(7,56)-(7,72)",0.00019741319192689843,2,3,6,4,10,30,0
"(7,63)-(7,72)",22.27378785610199,1,12,2,8,9,10,0
"(7,64)-(7,68)",40.58295786380768,1,4,2,8,20,21,0
