SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(3,70)",0.001267386232939316,20,28,13,8,19,22,0
"(3,9)-(3,10)",41.635289788246155,29,2,1,7,13,24,0
"(3,37)-(3,70)",1.273952960900715e-05,13,14,3,2,25,7,0
"(3,51)-(3,61)",1.2892161989697815e-16,29,1,21,2,12,8,0
"(3,51)-(3,63)",0.0001241992777067935,2,29,1,27,21,9,0
"(3,69)-(3,70)",9.10603148440714e-05,29,21,1,2,7,27,0
"(5,20)-(11,29)",0.03464076144155115,26,3,9,8,22,23,0
"(5,22)-(11,29)",0.0006075999863242032,26,11,9,3,22,23,0
"(6,3)-(11,29)",19.56220269203186,21,30,8,3,11,23,0
"(11,3)-(11,13)",1.3904563264666159e-09,29,1,10,2,17,27,0
"(11,3)-(11,29)",0.18759373342618346,13,2,3,5,14,27,0
"(14,3)-(16,67)",0.2348806243389845,30,21,8,2,11,6,0
"(14,9)-(14,30)",0.00019209492165828124,26,10,17,2,3,1,0
"(14,11)-(14,30)",2.9285425284797384e-05,3,2,10,17,26,1,0
"(14,15)-(14,25)",1.9205276258205117e-08,21,2,1,29,17,10,0
"(14,15)-(14,30)",98.88193011283875,18,20,11,1,28,2,0
"(16,20)-(16,67)",72.35888838768005,30,2,3,10,9,6,0
"(16,34)-(16,48)",0.003361631024745293,1,4,10,22,20,2,0
"(16,34)-(16,60)",10.559982806444168,14,3,15,30,18,6,0
"(16,49)-(16,50)",0.002899305400205776,1,4,10,29,24,21,0
