SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(14,12)-(37,35)",0.002988921187352389,22,3,9,26,11,23,0
"(14,15)-(37,35)",0.006329271855065599,22,11,3,9,26,23,0
"(39,20)-(40,68)",0.5930321291089058,26,3,8,9,2,23,0
"(39,22)-(40,68)",36.33960485458374,8,4,3,2,24,1,0
"(40,3)-(40,68)",0.020627077901735902,6,8,20,28,23,1,0
"(40,23)-(40,25)",0.0023495233108405955,7,4,3,10,13,21,0
"(40,33)-(40,39)",4.0006127750846776e-10,29,21,2,1,27,17,0
"(40,33)-(40,68)",99.90315437316895,13,3,14,27,7,2,14
"(40,40)-(40,68)",3.050158570161443e-07,3,27,13,2,19,21,0
"(40,41)-(40,65)",6.212210337253055e-05,8,27,2,19,28,24,0
"(40,42)-(40,56)",2.120374489322785e-05,1,24,2,3,17,26,0
"(40,43)-(40,53)",7.437102935385062e-20,1,2,4,10,26,9,0
"(40,59)-(40,64)",8.392672867785222e-06,1,4,2,10,3,21,0
"(40,60)-(40,61)",1.5342112405814724e-21,4,1,2,10,7,21,0
