SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(4,11)-(4,29)",44.68168318271637,26,17,1,3,2,8,0
"(4,13)-(4,29)",0.0005306199909682618,26,10,3,9,1,23,0
"(36,25)-(37,59)",0.07262289873324335,3,14,15,28,22,13,0
"(36,26)-(36,49)",11.757690459489822,6,3,14,13,19,28,0
"(36,27)-(36,32)",1.1874602036852952e-15,4,1,2,10,21,7,0
"(36,27)-(36,48)",0.0010751767149486113,24,3,1,22,4,2,22
"(36,50)-(36,51)",1.7280259001495324e-06,1,29,6,17,2,3,0
"(37,28)-(37,58)",0.6266153883188963,3,6,14,13,19,15,0
"(37,29)-(37,53)",0.5361968651413918,24,19,1,13,27,7,0
"(37,30)-(37,52)",1.8669274126636992e-06,24,3,1,22,2,4,0
"(37,54)-(37,55)",1.6916576583980714e-06,1,4,21,2,6,22,0
