SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,5)-(20,52)",26.800918579101562,21,30,3,13,11,26,0
"(15,11)-(17,76)",31.964653730392456,26,3,17,1,11,2,0
"(15,13)-(17,76)",1.639184574742103e-05,13,26,3,1,21,17,0
"(16,7)-(17,76)",99.57927465438843,11,20,22,18,1,16,11
"(17,18)-(17,76)",0.17107005696743727,11,18,16,15,1,22,0
"(17,64)-(17,76)",9.729563509031092e-10,11,3,24,9,15,28,0
"(17,68)-(17,75)",0.0011328907021379564,12,1,14,9,4,2,0
"(18,5)-(20,52)",0.00013281173778523225,30,16,2,13,21,20,0
"(18,16)-(18,23)",0.004935110700898804,4,7,5,1,3,10,0
"(18,20)-(18,22)",1.234473753720522,4,7,1,2,14,27,0
"(20,19)-(20,33)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(20,19)-(20,45)",2.2647811099886894,3,30,6,14,2,1,0
"(20,34)-(20,35)",1.9728256528406263e-08,1,4,24,10,29,3,0
"(20,36)-(20,40)",0.0029600334528367966,12,15,14,2,25,1,0
