SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,17)-(2,78)",14.824935793876648,26,9,3,11,1,17,0
"(2,24)-(2,78)",3.0041923746466637,8,3,23,9,4,30,0
"(2,38)-(2,39)",9.381540735375893e-05,10,2,1,4,17,26,0
"(2,38)-(2,41)",14.114932715892792,6,2,3,30,1,8,0
"(2,40)-(2,41)",0.43461108580231667,15,12,16,2,11,1,0
"(2,56)-(2,62)",6.965123144908603e-07,1,12,4,2,21,29,0
"(2,56)-(2,70)",8.744727608700487e-06,9,2,12,27,1,10,0
"(2,63)-(2,70)",0.013819398009218276,12,1,8,2,9,4,0
"(2,67)-(2,69)",0.05833760369569063,12,8,1,2,20,6,0
"(4,22)-(4,28)",2.0624807417490842e-09,2,1,29,21,8,4,0
"(4,22)-(4,75)",38.362544775009155,8,30,3,4,23,21,0
"(4,29)-(4,75)",95.56772708892822,12,8,2,1,11,21,0
"(4,39)-(4,62)",0.00015696527952968609,2,8,10,1,26,17,0
"(4,46)-(4,62)",0.003387543256394565,1,15,8,11,2,12,0
"(4,47)-(4,48)",22.94265180826187,12,2,1,4,21,20,0
"(4,66)-(4,74)",0.008185708429664373,1,8,16,12,15,2,0
"(4,67)-(4,70)",40.921396017074585,1,4,2,10,29,21,0
