SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,69)",0.0008026118848647457,3,23,9,8,4,30,0
"(3,13)-(3,14)",9.381540735375893e-05,10,2,1,4,17,26,0
"(3,13)-(3,16)",14.114932715892792,6,2,3,30,1,8,0
"(4,3)-(4,69)",0.0008233590051531792,6,3,30,28,18,8,0
"(4,9)-(4,12)",0.1701934728771448,15,10,4,1,12,2,0
"(4,43)-(4,49)",1.9883463764358567e-06,1,2,4,21,29,9,0
"(4,43)-(4,56)",6.694199361501063e-09,9,2,14,1,10,4,0
"(4,50)-(4,56)",0.00941437465371564,12,1,8,20,2,11,0
"(4,51)-(4,52)",3.550494511728175e-05,1,2,21,4,9,8,0
"(7,3)-(11,17)",9.80946570634842,8,23,3,9,21,22,0
"(7,10)-(10,78)",1.1673271656036377,26,11,3,9,22,23,0
"(8,5)-(10,78)",31.190478801727295,21,11,30,26,12,9,0
"(8,18)-(8,37)",6.445498570428754e-05,3,17,1,26,10,2,0
"(8,22)-(8,33)",99.78704452514648,1,10,11,2,3,16,0
"(8,31)-(8,32)",8.616348878831559e-06,1,12,4,10,2,21,0
"(9,5)-(10,78)",20.022684335708618,11,30,20,18,16,21,0
"(9,18)-(9,28)",48.94281029701233,10,3,1,2,17,4,0
"(9,25)-(9,26)",0.0009074674380826764,1,4,10,2,29,21,0
"(9,25)-(9,28)",45.44375836849213,10,3,26,2,24,4,0
"(10,5)-(10,78)",59.120362997055054,11,15,3,26,9,21,0
"(10,20)-(10,65)",26.165974140167236,3,15,30,2,8,23,0
"(10,23)-(10,31)",3.754145952439281e-09,1,29,2,12,10,21,0
"(10,23)-(10,33)",0.8010118268430233,2,4,1,3,24,12,0
"(10,32)-(10,33)",0.045970952487550676,12,1,2,29,7,4,0
"(10,39)-(10,40)",45.52638530731201,12,15,18,2,14,20,0
"(10,46)-(10,48)",1.3292555944843798e-08,2,1,29,10,12,4,0
"(10,46)-(10,65)",99.99600648880005,3,13,2,21,25,10,0
"(10,49)-(10,65)",0.0020402390873641707,12,4,2,3,24,22,0
"(10,50)-(10,57)",1.5465684288784587e-10,2,1,8,29,14,4,0
"(10,58)-(10,64)",6.121267119851836e-05,2,8,14,12,1,6,0
"(10,59)-(10,60)",8.227539751715085e-05,2,1,8,9,29,6,0
"(10,69)-(10,71)",7.2718131516325e-08,1,10,4,26,21,2,0
"(10,69)-(10,78)",99.82911944389343,15,3,6,2,1,18,0
"(10,72)-(10,78)",27.074140310287476,24,3,4,2,10,1,0
"(10,73)-(10,75)",2.386172370805184e-08,1,4,2,10,26,14,0
"(10,76)-(10,77)",0.2585077192634344,1,4,2,14,10,9,0
"(11,3)-(11,9)",6.191878260120021e-09,10,2,1,17,4,26,0
"(11,3)-(11,17)",0.00019741319192689843,2,3,6,4,10,30,0
"(11,10)-(11,17)",22.27378785610199,1,12,2,8,9,10,0
"(11,11)-(11,13)",40.58295786380768,1,4,2,8,20,21,0
