SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,43)",0.12022308073937893,30,21,8,2,4,9,0
"(3,9)-(3,36)",4.439252450083586e-05,26,17,3,2,10,1,0
"(3,15)-(3,30)",1.111514547069703e-07,2,21,4,1,10,29,0
"(3,15)-(3,36)",100.0,26,1,10,17,2,9,17
"(3,31)-(3,32)",1.111514547069703e-07,2,21,4,1,10,29,0
"(3,33)-(3,34)",97.64024019241333,21,7,2,4,10,1,0
"(4,3)-(4,43)",7.072682717268464e-09,30,6,3,2,13,9,0
"(4,14)-(4,15)",90.12305736541748,10,4,3,2,16,21,10
"(4,19)-(4,33)",0.00015240926813930855,1,4,10,2,9,7,0
"(4,19)-(4,43)",1.6760844737291336,14,3,9,1,30,25,0
"(4,34)-(4,35)",1.5020629007267416e-05,1,10,4,2,26,14,0
"(4,36)-(4,40)",3.7136186392672244e-05,10,1,4,26,17,2,0
