SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,69)",0.0008026118848647457,3,23,9,8,4,30,0
"(3,13)-(3,14)",3.4482754429632223e-07,10,1,24,17,29,2,0
"(3,13)-(3,16)",1.1117697693407536,6,2,16,1,3,30,0
"(4,3)-(4,69)",0.0008233590051531792,6,3,30,28,18,8,0
"(4,9)-(4,12)",0.010551978630246595,16,15,12,1,9,2,0
"(4,43)-(4,49)",1.9883463764358567e-06,1,2,4,21,29,9,0
"(4,43)-(4,56)",6.694199361501063e-09,9,2,14,1,10,4,0
"(4,50)-(4,56)",0.00941437465371564,12,1,8,20,2,11,0
"(4,51)-(4,52)",0.0001832486191233329,1,2,4,9,8,21,0
"(4,54)-(4,55)",3.1602155559085077e-06,1,2,9,4,8,21,0
"(6,22)-(6,69)",99.6355652809143,8,23,4,2,28,30,0
"(6,33)-(6,49)",0.008134887320920825,6,8,3,2,1,9,0
"(6,34)-(6,35)",0.003219429709133692,1,24,10,7,2,4,0
"(6,38)-(6,43)",2.7341510389078394e-06,1,3,10,26,4,17,0
"(6,39)-(6,40)",5.560075067023718e-07,1,4,10,2,17,26,0
"(6,41)-(6,42)",0.021442599245347083,1,4,10,2,6,17,0
"(6,53)-(6,59)",6.191878260120021e-09,10,2,1,17,4,26,0
"(6,53)-(6,69)",0.00019741319192689843,2,3,6,4,10,30,0
"(6,60)-(6,69)",22.27378785610199,1,12,2,8,9,10,0
"(6,61)-(6,62)",0.0032364991056965664,1,4,21,2,10,8,1
"(6,64)-(6,68)",0.005208302536630072,1,4,2,8,9,20,1
