SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(4,13)-(9,76)",0.02324010420124978,26,3,9,22,8,23,0
"(4,16)-(9,76)",0.000343561805493664,26,11,9,3,22,23,0
"(8,13)-(8,47)",0.02818270877469331,14,13,2,15,25,9,0
"(8,14)-(8,25)",1.7280259001495324e-06,1,29,6,17,2,3,0
"(8,44)-(8,46)",41.944050788879395,29,1,6,2,8,21,0
"(9,23)-(9,57)",0.08929328760132194,14,13,2,27,25,9,0
"(9,24)-(9,35)",1.7280259001495324e-06,1,29,6,17,2,3,0
"(9,54)-(9,56)",41.944050788879395,29,1,6,2,8,21,0
"(14,12)-(23,35)",0.01330315280938521,26,3,22,9,8,23,0
"(14,15)-(23,35)",9.366692097501073e-05,26,11,22,9,3,23,0
"(23,19)-(23,34)",0.001493413765274454,1,12,3,2,14,15,0
"(23,20)-(23,27)",1.2485722193286957e-12,2,1,8,29,17,21,0
"(23,28)-(23,30)",3.638297996211293e-08,2,29,1,8,21,19,0
"(23,31)-(23,33)",3.638297996211293e-08,2,29,1,8,21,19,0
"(26,26)-(26,32)",4.9104349872288594e-12,29,1,21,2,19,12,0
"(26,26)-(26,57)",1.1352173052728176,28,15,14,3,13,27,0
"(26,33)-(26,34)",0.0005954208063485567,29,21,1,2,19,7,0
"(26,35)-(26,57)",1.3962630873720627e-05,27,2,7,21,1,19,0
"(26,36)-(26,46)",5.835939912747501e-11,29,1,21,2,8,19,0
"(26,55)-(26,56)",0.0795177009422332,29,1,21,2,7,8,0
"(31,5)-(33,60)",7.8661419451236725,11,18,16,9,22,20,0
"(32,10)-(32,51)",8.281866712422925e-05,24,3,15,11,1,27,0
"(32,24)-(32,50)",99.99985694885254,14,15,7,13,1,2,2
"(32,25)-(32,28)",0.00014578682794308406,1,4,6,29,3,2,0
"(32,31)-(32,49)",33.24424922466278,3,1,6,4,2,30,0
"(32,32)-(32,42)",0.0001737781758492929,1,2,4,10,17,26,0
"(32,45)-(32,48)",39.189112186431885,1,2,29,10,17,4,0
"(33,10)-(33,60)",0.01414075813954696,15,24,3,11,8,9,0
"(33,24)-(33,59)",54.035913944244385,14,15,3,13,9,25,0
"(33,25)-(33,35)",1.9481835589196805e-08,1,4,29,6,10,2,0
