SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,45)-(3,67)",0.7948341779410839,14,43,2,3,28,7,0
"(3,50)-(3,67)",31.10087811946869,3,19,27,2,1,24,0
"(3,51)-(3,56)",1.787526715815252e-14,29,1,3,2,14,24,0
"(6,3)-(10,77)",10.418993979692459,9,1,8,40,37,12,0
"(8,7)-(8,77)",10.89860424399376,11,18,1,15,41,8,0
"(8,74)-(8,76)",0.004404850187711418,29,1,33,2,32,3,0
"(10,7)-(10,77)",10.89860424399376,11,18,1,15,41,8,0
"(10,12)-(10,76)",0.0050648432079469785,3,13,28,41,14,38,14
"(10,13)-(10,24)",1.0813002715437392e-07,1,2,29,33,4,32,0
"(10,25)-(10,75)",0.07384890341199934,1,8,13,2,14,6,0
"(10,26)-(10,31)",6.672757422429348e-13,1,29,2,9,4,14,0
"(10,54)-(10,70)",0.07427119999192655,1,2,7,3,35,10,0
"(10,55)-(10,66)",2.51333297353891e-17,1,2,10,35,3,14,0
"(10,67)-(10,69)",0.00475463384645991,1,2,14,3,10,29,0
