SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(4,13)-(7,68)",3.8671850895802003e-22,22,8,40,26,13,9,0
"(4,16)-(7,68)",1.0678957744655323e-26,26,8,9,22,1,40,0
"(5,3)-(7,68)",3.006592510044808e-20,41,37,12,11,1,8,0
"(6,10)-(6,57)",0.006476743874372914,13,14,3,6,28,48,0
"(6,11)-(6,16)",2.6731161771945122e-11,1,2,33,4,9,29,0
"(6,17)-(6,18)",3.3040862153753143e-13,4,1,21,35,2,22,0
"(6,39)-(6,55)",50.910526514053345,35,1,3,10,4,2,0
"(6,40)-(6,51)",2.51333297353891e-17,1,2,10,35,3,14,0
"(6,52)-(6,54)",0.00475463384645991,1,2,14,3,10,29,0
"(7,8)-(7,68)",10.89860424399376,11,18,1,15,41,8,0
"(7,65)-(7,67)",36.47068440914154,29,1,2,7,3,24,0
"(9,15)-(10,73)",1.4982054707957104e-06,26,8,9,22,33,42,0
"(9,18)-(10,73)",6.796333894970585e-10,26,33,42,9,8,1,0
"(10,3)-(10,73)",50.05238056182861,30,11,2,8,33,34,0
"(10,15)-(10,22)",0.004404850187711418,29,1,33,2,32,3,0
"(10,15)-(10,28)",95.97689509391785,49,15,16,12,1,2,0
"(10,32)-(10,73)",0.025770330103114247,14,7,28,45,3,13,0
"(10,47)-(10,72)",0.07739010034129024,24,14,3,1,2,33,0
"(10,48)-(10,53)",7.380156518141222e-20,1,2,33,9,29,4,0
"(10,54)-(10,55)",41.94941520690918,1,4,24,2,3,29,0
"(15,3)-(16,50)",0.0006532265160785755,14,3,2,8,9,12,0
"(15,14)-(15,23)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(15,14)-(15,29)",57.349127531051636,43,3,1,2,30,45,0
"(16,17)-(16,31)",8.984588086605072,1,2,9,4,12,8,0
"(16,17)-(16,43)",2.048243209719658,14,12,3,2,6,15,0
"(16,39)-(16,43)",18.648625910282135,27,43,28,1,2,3,0
