SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(31,46)-(31,52)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(31,46)-(31,77)",20.623387396335602,13,27,3,14,28,2,0
"(31,55)-(31,77)",67.20231175422668,3,27,2,14,30,13,0
"(31,56)-(31,66)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(31,67)-(31,74)",2.3028840390616062e-12,50,1,2,4,35,24,0
"(34,3)-(37,76)",7.775314152240753,30,9,8,12,1,2,0
"(34,9)-(35,74)",0.00311271651298739,26,17,1,33,2,42,0
"(34,11)-(35,74)",1.2141587291125688e-06,26,42,9,33,8,1,0
"(35,5)-(35,74)",0.023420793877448887,18,16,11,39,49,20,0
"(35,11)-(35,12)",51.69728994369507,49,15,12,2,16,18,0
"(35,33)-(35,74)",72.195565700531,18,1,11,16,15,8,0
"(35,47)-(35,73)",82.00889825820923,14,3,27,24,1,2,14
"(35,48)-(35,54)",8.396778226836013e-16,1,29,4,2,21,9,0
"(35,55)-(35,72)",0.017905885761138052,2,6,14,1,3,10,0
"(35,56)-(35,66)",6.672757422429348e-13,1,29,2,9,4,14,0
"(35,67)-(35,68)",0.5808600690215826,4,24,2,1,9,31,0
"(37,43)-(37,57)",8.984588086605072,1,2,9,4,12,8,0
"(37,43)-(37,69)",2.048243209719658,14,12,3,2,6,15,0
"(37,58)-(37,59)",3.3328969806234454e-06,1,43,2,29,27,33,0
