SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(9,10)-(9,20)",5.423522519976132e-07,33,1,2,8,3,26,0
"(9,14)-(9,15)",99.91397857666016,4,1,2,24,7,9,0
"(9,14)-(9,20)",2.8765310133849198e-06,14,2,1,33,9,15,0
"(9,18)-(9,20)",2.7175064164997714e-19,21,7,4,1,29,3,0
"(14,3)-(16,68)",0.00028609288165171165,8,2,37,9,42,3,0
"(14,6)-(14,10)",4.44197841825548e-14,1,2,10,33,9,4,0
"(14,6)-(14,12)",1.646595075726509,25,2,43,9,3,14,0
"(14,11)-(14,12)",1.2938515148164242e-06,2,1,4,9,7,24,0
"(15,8)-(15,9)",35.85655391216278,29,7,2,1,14,24,0
"(16,8)-(16,68)",1.0184413753449917,19,1,3,31,49,26,0
"(16,29)-(16,67)",1.5984956175088882,3,12,14,2,25,9,0
"(16,55)-(16,67)",99.90808963775635,14,28,3,21,1,4,0
